1;'Le Monde';'2017-07-04'
2;'Le Monde';'2017-06-04'
3;'Le Monde';'2017-06-04'
4;'Le Monde';'2017-06-04'
5;'Le Monde';'2016-31-10'
6;'Le Monde';'2017-06-04'
7;'Le Monde';'2017-05-04'
8;'Le Monde';'2017-05-04'
9;'Le Monde';'2017-05-04'
10;'Le Monde';'2017-05-04'
11;'Le Monde';'2015-21-11'
12;'Le Monde';'2017-05-04'
13;'Le Monde';'2017-05-04'
14;'Le Monde';'2017-04-04'
15;'Le Monde';'2017-04-04'
16;'Le Monde';'2017-02-04'
17;'Le Monde';'2017-04-04'
18;'Le Monde';'2017-04-04'
19;'Le Monde';'2017-04-04'
20;'Le Monde';'2017-04-04'
21;'Le Monde';'2017-03-04'
22;'Le Monde';'2015-20-11'
23;'Le Monde';'2017-03-04'
24;'Le Monde';'2017-03-04'
25;'Le Monde';'2017-03-04'
26;'Le Monde';'2017-31-03'
27;'Le Monde';'2017-01-04'
28;'Le Monde';'2017-02-04'
29;'Le Monde';'2017-01-04'
30;'Le Monde';'2017-01-04'
31;'Le Monde';'2017-01-04'
32;'Le Monde';'2017-31-03'
33;'Le Monde';'2015-20-11'
34;'Le Monde';'2017-31-03'
35;'Le Monde';'2017-30-03'
36;'Le Monde';'2017-30-03'
37;'Le Monde';'2017-30-03'
38;'Le Monde';'2017-30-03'
39;'Le Monde';'2016-10-05'
40;'Le Monde';'2017-28-03'
41;'Le Monde';'2017-28-03'
42;'Le Monde';'2017-28-03'
43;'Le Monde';'2017-28-03'
44;'Le Monde';'2015-16-11'
45;'Le Monde';'2017-28-03'
46;'Le Monde';'2017-28-03'
47;'Le Monde';'2017-28-03'
48;'Le Monde';'2017-27-03'
49;'Le Monde';'2017-27-03'
50;'Le Monde';'2017-13-03'
51;'Le Monde';'2017-27-03'
52;'Le Monde';'2017-26-03'
53;'Le Monde';'2017-27-03'
54;'Le Monde';'2017-26-03'
55;'Le Monde';'2015-16-11'
56;'Le Monde';'2017-27-03'
57;'Le Monde';'2017-26-03'
58;'Le Monde';'2017-26-03'
59;'Le Monde';'2017-26-03'
60;'Le Monde';'2017-25-03'
61;'Le Monde';'2017-25-03'
62;'Le Monde';'2017-25-03'
63;'Le Monde';'2017-18-03'
64;'Le Monde';'2017-23-03'
65;'Le Monde';'2017-24-03'
66;'Le Monde';'2015-02-11'
67;'Le Monde';'2017-24-03'
68;'Le Monde';'2017-24-03'
69;'Le Monde';'2017-23-03'
70;'Le Monde';'2017-23-03'
71;'Le Monde';'2017-23-03'
72;'Le Monde';'2017-23-03'
73;'Le Monde';'2017-23-03'
74;'Le Monde';'2017-23-03'
75;'Le Monde';'2017-23-03'
76;'Le Monde';'2017-23-03'
77;'Le Monde';'2015-15-10'
78;'Le Monde';'2017-23-03'
79;'Le Monde';'2017-23-03'
80;'Le Monde';'2017-23-03'
81;'Le Monde';'2017-22-03'
82;'Le Monde';'2017-23-03'
83;'Le Monde';'2017-23-03'
84;'Le Monde';'2017-22-03'
85;'Le Monde';'2017-23-03'
86;'Le Monde';'2017-23-03'
87;'Le Monde';'2017-22-03'
88;'Le Monde';'2015-09-10'
89;'Le Monde';'2017-21-03'
90;'Le Monde';'2017-21-03'
91;'Le Monde';'2017-21-03'
92;'Le Monde';'2017-17-03'
93;'Le Monde';'2017-21-03'
94;'Le Monde';'2017-20-03'
95;'Le Monde';'2017-20-03'
96;'Le Monde';'2017-18-03'
97;'Le Monde';'2017-17-03'
98;'Le Monde';'2017-17-03'
99;'Le Monde';'2015-12-10'
100;'Le Monde';'2017-16-03'
101;'Le Monde';'2017-16-03'
102;'Le Monde';'2017-17-03'
103;'Le Monde';'2017-17-03'
104;'Le Monde';'2017-16-03'
105;'Le Monde';'2017-16-03'
106;'Le Monde';'2017-16-03'
107;'Le Monde';'2017-16-03'
108;'Le Monde';'2017-16-03'
109;'Le Monde';'2017-16-03'
110;'Le Monde';'2015-01-10'
111;'Le Monde';'2017-15-10'
112;'Le Monde';'2017-16-03'
113;'Le Monde';'2015-14-11'
114;'Le Monde';'2017-16-03'
115;'Le Monde';'2017-15-03'
116;'Le Monde';'2017-15-03'
117;'Le Monde';'2017-15-03'
118;'Le Monde';'2017-14-03'
119;'Le Monde';'2017-13-03'
120;'Le Monde';'2017-13-03'
121;'Le Monde';'2017-13-03'
122;'Le Monde';'2015-10-09'
123;'Le Monde';'2017-13-03'
124;'Le Monde';'2017-11-03'
125;'Le Monde';'2017-13-03'
126;'Le Monde';'2017-13-03'
127;'Le Monde';'2017-12-03'
128;'Le Monde';'2017-12-03'
129;'Le Monde';'2017-11-03'
130;'Le Monde';'2017-10-03'
131;'Le Monde';'2017-09-03'
132;'Le Monde';'2017-09-03'
133;'Le Monde';'2015-04-09'
134;'Le Monde';'2017-09-03'
135;'Le Monde';'2017-09-03'
136;'Le Monde';'2017-08-03'
137;'Le Monde';'2017-07-03'
138;'Le Monde';'2017-06-03'
139;'Le Monde';'2017-07-03'
140;'Le Monde';'2017-07-03'
141;'Le Monde';'2017-04-03'
142;'Le Monde';'2017-04-03'
143;'Le Monde';'2017-02-03'
144;'Le Monde';'2015-26-08'
145;'Le Monde';'2017-02-03'
146;'Le Monde';'2017-02-03'
147;'Le Monde';'2017-01-03'
148;'Le Monde';'2017-01-03'
149;'Le Monde';'2017-01-03'
150;'Le Monde';'2017-01-03'
151;'Le Monde';'2017-28-02'
152;'Le Monde';'2017-23-02'
153;'Le Monde';'2017-14-01'
154;'Le Monde';'2017-28-02'
155;'Le Monde';'2015-28-06'
156;'Le Monde';'2017-24-02'
157;'Le Monde';'2017-27-02'
158;'Le Monde';'2017-27-02'
159;'Le Monde';'2017-27-02'
160;'Le Monde';'2017-24-02'
161;'Le Monde';'2017-25-02'
162;'Le Monde';'2017-24-02'
163;'Le Monde';'2017-25-02'
164;'Le Monde';'2017-25-02'
165;'Le Monde';'2017-25-02'
166;'Le Monde';'2015-27-06'
167;'Le Monde';'2017-25-02'
168;'Le Monde';'2017-25-02'
169;'Le Monde';'2017-24-02'
170;'Le Monde';'2017-24-02'
171;'Le Monde';'2017-24-02'
172;'Le Monde';'2017-23-02'
173;'Le Monde';'2017-23-02'
174;'Le Monde';'2017-23-02'
175;'Le Monde';'2017-23-02'
176;'Le Monde';'2017-15-01'
177;'Le Monde';'2015-18-06'
178;'Le Monde';'2017-23-02'
179;'Le Monde';'2017-22-02'
180;'Le Monde';'2017-22-02'
181;'Le Monde';'2017-22-02'
182;'Le Monde';'2017-22-02'
183;'Le Monde';'2017-22-02'
184;'Le Monde';'2017-21-02'
185;'Le Monde';'2017-22-02'
186;'Le Monde';'2017-21-02'
187;'Le Monde';'2017-21-02'
188;'Le Monde';'2015-26-05'
189;'Le Monde';'2017-21-02'
190;'Le Monde';'2017-21-02'
191;'Le Monde';'2017-21-02'
192;'Le Monde';'2017-21-02'
193;'Le Monde';'2017-21-02'
194;'Le Monde';'2017-20-02'
195;'Le Monde';'2017-20-02'
196;'Le Monde';'2017-20-02'
197;'Le Monde';'2017-20-02'
198;'Le Monde';'2017-18-02'
199;'Le Monde';'2015-07-05'
200;'Le Monde';'2017-19-02'
201;'Le Monde';'2017-20-02'
202;'Le Monde';'2017-18-02'
203;'Le Monde';'2017-17-02'
204;'Le Monde';'2017-16-02'
205;'Le Monde';'2017-17-02'
206;'Le Monde';'2017-17-02'
207;'Le Monde';'2017-16-02'
208;'Le Monde';'2017-16-02'
209;'Le Monde';'2017-15-02'
210;'Le Monde';'2015-24-04'
211;'Le Monde';'2017-16-02'
212;'Le Monde';'2017-14-02'
213;'Le Monde';'2017-15-02'
214;'Le Monde';'2017-15-02'
215;'Le Monde';'2017-15-02'
216;'Le Monde';'2017-14-02'
217;'Le Monde';'2017-14-02'
218;'Le Monde';'2017-14-02'
219;'Le Monde';'2017-14-02'
220;'Le Monde';'2017-14-02'
221;'Le Monde';'2015-25-03'
222;'Le Monde';'2017-10-09'
223;'Le Monde';'2017-13-02'
224;'Le Monde';'2017-11-02'
225;'Le Monde';'2017-13-02'
226;'Le Monde';'2017-10-02'
227;'Le Monde';'2017-11-02'
228;'Le Monde';'2017-10-02'
229;'Le Monde';'2017-10-02'
230;'Le Monde';'2017-08-02'
231;'Le Monde';'2017-09-02'
232;'Le Monde';'2017-03-02'
233;'Le Monde';'2015-17-03'
234;'Le Monde';'2017-01-01'
235;'Le Monde';'2017-08-02'
236;'Le Monde';'2017-08-02'
237;'Le Monde';'2017-08-02'
238;'Le Monde';'2017-07-02'
239;'Le Monde';'2017-07-02'
240;'Le Monde';'2017-07-02'
241;'Le Monde';'2017-07-02'
242;'Le Monde';'2017-07-02'
243;'Le Monde';'2017-07-02'
244;'Le Monde';'2013-16-01'
245;'Le Monde';'2017-07-02'
246;'Le Monde';'2017-06-02'
247;'Le Monde';'2017-06-02'
248;'Le Monde';'2017-04-02'
249;'Le Monde';'2017-04-02'
250;'Le Monde';'2017-04-02'
251;'Le Monde';'2017-04-02'
252;'Le Monde';'2017-04-02'
253;'Le Monde';'2017-04-02'
254;'Le Monde';'2017-03-02'
255;'Le Monde';'2015-12-03'
256;'Le Monde';'2017-03-02'
257;'Le Monde';'2017-03-02'
258;'Le Monde';'2017-03-02'
259;'Le Monde';'2017-02-02'
260;'Le Monde';'2017-03-02'
261;'Le Monde';'2017-03-02'
262;'Le Monde';'2017-02-02'
263;'Le Monde';'2017-02-02'
264;'Le Monde';'2017-01-02'
265;'Le Monde';'2017-01-02'
266;'Le Monde';'2015-12-03'
267;'Le Monde';'2017-01-02'
268;'Le Monde';'2017-31-01'
269;'Le Monde';'2017-31-01'
270;'Le Monde';'2017-30-01'
271;'Le Monde';'2017-30-01'
272;'Le Monde';'2017-27-01'
273;'Le Monde';'2017-29-01'
274;'Le Monde';'2017-30-01'
275;'Le Monde';'2017-30-01'
276;'Le Monde';'2017-30-01'
277;'Le Monde';'2015-05-03'
278;'Le Monde';'2017-27-01'
279;'Le Monde';'2017-26-01'
280;'Le Monde';'2017-26-01'
281;'Le Monde';'2017-25-01'
282;'Le Monde';'2017-25-01'
283;'Le Monde';'2017-24-01'
284;'Le Monde';'2017-24-01'
285;'Le Monde';'2017-23-01'
286;'Le Monde';'2017-20-01'
287;'Le Monde';'2017-21-01'
288;'Le Monde';'2015-04-02'
289;'Le Monde';'2017-21-01'
290;'Le Monde';'2017-21-01'
291;'Le Monde';'2017-20-01'
292;'Le Monde';'2017-18-01'
293;'Le Monde';'2017-20-01'
294;'Le Monde';'2017-19-01'
295;'Le Monde';'2017-19-01'
296;'Le Monde';'2017-19-01'
297;'Le Monde';'2017-19-01'
298;'Le Monde';'2017-18-01'
299;'Le Monde';'2015-11-02'
300;'Le Monde';'2017-18-01'
301;'Le Monde';'2017-18-01'
302;'Le Monde';'2017-17-01'
303;'Le Monde';'2017-17-01'
304;'Le Monde';'2017-17-01'
305;'Le Monde';'2017-17-01'
306;'Le Monde';'2017-17-01'
307;'Le Monde';'2017-16-01'
308;'Le Monde';'2017-16-01'
309;'Le Monde';'2017-16-01'
310;'Le Monde';'2015-05-02'
311;'Le Monde';'2017-15-01'
312;'Le Monde';'2017-13-01'
313;'Le Monde';'2017-14-01'
314;'Le Monde';'2015-23-01'
315;'Le Monde';'2017-13-01'
316;'Le Monde';'2017-11-01'
317;'Le Monde';'2017-12-01'
318;'Le Monde';'2017-12-01'
319;'Le Monde';'2017-12-01'
320;'Le Monde';'2017-11-01'
321;'Le Monde';'2015-05-02'
322;'Le Monde';'2017-11-01'
323;'Le Monde';'2017-11-01'
324;'Le Monde';'2017-11-01'
325;'Le Monde';'2017-11-01'
326;'Le Monde';'2017-10-01'
327;'Le Monde';'2017-10-01'
328;'Le Monde';'2017-07-01'
329;'Le Monde';'2017-10-01'
330;'Le Monde';'2017-09-01'
331;'Le Monde';'2017-06-01'
332;'Le Monde';'2015-29-01'
333;'Le Monde';'2017-07-09'
334;'Le Monde';'2017-09-01'
335;'Le Monde';'2017-09-01'
336;'Le Monde';'2017-07-01'
337;'Le Monde';'2017-08-01'
338;'Le Monde';'2017-09-01'
339;'Le Monde';'2017-07-01'
340;'Le Monde';'2017-08-01'
341;'Le Monde';'2017-07-01'
342;'Le Monde';'2017-06-01'
343;'Le Monde';'2017-05-01'
344;'Le Monde';'2015-25-01'
345;'Le Monde';'2017-05-01'
346;'Le Monde';'2017-05-01'
347;'Le Monde';'2017-05-01'
348;'Le Monde';'2017-05-01'
349;'Le Monde';'2017-04-01'
350;'Le Monde';'2017-05-01'
351;'Le Monde';'2017-05-01'
352;'Le Monde';'2017-04-01'
353;'Le Monde';'2017-04-01'
354;'Le Monde';'2017-04-01'
355;'Le Monde';'2015-19-01'
356;'Le Monde';'2017-04-01'
357;'Le Monde';'2017-04-01'
358;'Le Monde';'2017-04-01'
359;'Le Monde';'2017-04-01'
360;'Le Monde';'2017-03-01'
361;'Le Monde';'2017-03-01'
362;'Le Monde';'2017-02-01'
363;'Le Monde';'2017-03-01'
364;'Le Monde';'2017-03-01'
365;'Le Monde';'2017-02-01'
366;'Le Monde';'2015-19-01'
367;'Le Monde';'2017-03-01'
368;'Le Monde';'2017-02-01'
369;'Le Monde';'2017-02-01'
370;'Le Monde';'2017-02-01'
371;'Le Monde';'2017-02-01'
372;'Le Monde';'2017-02-01'
373;'Le Monde';'2017-02-01'
374;'Le Monde';'2017-01-01'
375;'Le Monde';'2017-02-01'
376;'Le Monde';'2017-02-01'
377;'Le Monde';'2015-10-01'
378;'Le Monde';'2017-01-01'
379;'Le Monde';'2017-01-01'
380;'Le Monde';'2017-01-01'
381;'Le Monde';'2017-02-01'
382;'Le Monde';'2017-02-01'
383;'Le Monde';'2017-01-01'
384;'Le Monde';'2017-01-01'
385;'Le Monde';'2016-31-12'
386;'Le Monde';'2016-31-12'
387;'Le Monde';'2016-28-12'
388;'Le Monde';'2015-13-01'
389;'Le Monde';'2016-31-12'
390;'Le Monde';'2016-31-12'
391;'Le Monde';'2016-30-12'
392;'Le Monde';'2016-30-12'
393;'Le Monde';'2016-28-12'
394;'Le Monde';'2016-30-12'
395;'Le Monde';'2016-30-12'
396;'Le Monde';'2016-29-12'
397;'Le Monde';'2016-29-12'
398;'Le Monde';'2016-29-12'
399;'Le Monde';'2015-11-01'
400;'Le Monde';'2016-29-12'
401;'Le Monde';'2016-25-12'
402;'Le Monde';'2016-29-12'
403;'Le Monde';'2016-28-12'
404;'Le Monde';'2016-28-12'
405;'Le Monde';'2016-28-12'
406;'Le Monde';'2016-27-12'
407;'Le Monde';'2016-27-12'
408;'Le Monde';'2016-26-12'
409;'Le Monde';'2016-26-12'
410;'Le Monde';'2015-10-01'
411;'Le Monde';'2016-26-12'
412;'Le Monde';'2016-26-12'
413;'Le Monde';'2016-26-12'
414;'Le Monde';'2016-26-12'
415;'Le Monde';'2016-25-12'
416;'Le Monde';'2016-26-12'
417;'Le Monde';'2016-24-12'
418;'Le Monde';'2016-23-12'
419;'Le Monde';'2016-23-12'
420;'Le Monde';'2016-24-12'
421;'Le Monde';'2015-10-01'
422;'Le Monde';'2016-23-12'
423;'Le Monde';'2016-24-12'
424;'Le Monde';'2016-24-12'
425;'Le Monde';'2016-22-12'
426;'Le Monde';'2016-24-12'
427;'Le Monde';'2016-23-12'
428;'Le Monde';'2016-23-12'
429;'Le Monde';'2016-23-12'
430;'Le Monde';'2016-23-12'
431;'Le Monde';'2016-23-12'
432;'Le Monde';'2015-10-01'
433;'Le Monde';'2016-23-12'
434;'Le Monde';'2016-23-12'
435;'Le Monde';'2016-23-12'
436;'Le Monde';'2016-23-12'
437;'Le Monde';'2016-23-12'
438;'Le Monde';'2016-23-12'
439;'Le Monde';'2016-22-12'
440;'Le Monde';'2016-22-12'
441;'Le Monde';'2016-22-12'
442;'Le Monde';'2016-22-12'
443;'Le Monde';'2015-09-01'
444;'Le Monde';'2017-24-08'
445;'Le Monde';'2016-22-12'
446;'Le Monde';'2016-21-12'
447;'Le Monde';'2016-22-12'
448;'Le Monde';'2016-22-12'
449;'Le Monde';'2016-22-12'
450;'Le Monde';'2016-22-12'
451;'Le Monde';'2016-21-12'
452;'Le Monde';'2016-20-12'
453;'Le Monde';'2016-21-12'
454;'Le Monde';'2016-21-12'
455;'Le Monde';'2015-08-01'
456;'Le Monde';'2016-21-12'
